,有價證券代號及名稱 ,國際證券辨識號碼(ISIN Code),上市日,市場別,產業別,CFICode,備註
0,上市認購(售)權證,,,,,,
1,030001　萬海中信0B購01,TW21Z0300016,2021/04/07,上市,,RWSCCE,
2,030002　晶技中信0A購01,TW21Z0300024,2021/04/07,上市,,RWSCCE,
3,030003　景碩中信0B購01,TW21Z0300032,2021/04/07,上市,,RWSCCE,
4,030004　群創中信0C購01,TW21Z0300040,2021/04/07,上市,,RWSCCE,
5,030005　新唐中信0A購01,TW21Z0300057,2021/04/07,上市,,RWSCCE,
6,030006　新唐中信0B購01,TW21Z0300065,2021/04/07,上市,,RWSCCE,
7,030007　東鋼第一14購01,TW21Z0300073,2021/04/07,上市,,RWSCCA,
8,030008　長興元富0B購01,TW21Z0300081,2021/04/07,上市,,RWSCCA,
9,030009　長興元富11購01,TW21Z0300099,2021/04/07,上市,,RWSCCA,
10,030010　聯發科元富0A購09,TW21Z0300107,2021/04/07,上市,,RWSCCA,
11,030011　聯發科元富11購06,TW21Z0300115,2021/04/07,上市,,RWSCCA,
12,030012　聯發科元富11購07,TW21Z0300123,2021/04/07,上市,,RWSCCA,
13,030013　聯發科元富11購08,TW21Z0300131,2021/04/07,上市,,RWSCCA,
14,030014　玉晶光元富11購02,TW21Z0300149,2021/04/07,上市,,RWSCCA,
15,030015　聯鈞元富11購01,TW21Z0300156,2021/04/07,上市,,RWSCCA,
16,030016　松翰元富0C購01,TW21Z0300164,2021/04/07,上市,,RWSCCA,
17,030017　彩晶元富0A購01,TW21Z0300172,2021/04/07,上市,,RWSCCA,
18,030018　彩晶元富0B購01,TW21Z0300180,2021/04/07,上市,,RWSCCA,
19,030019　南帝康和0A購01,TW21Z0300198,2021/04/07,上市,,RWSCCA,
20,030020　日勝生康和0A購01,TW21Z0300206,2021/04/07,上市,,RWSCCA,
21,030021　台達電日盛0C購01,TW21Z0300214,2021/04/07,上市,,RWSCCA,
22,030022　華邦電日盛0B購01,TW21Z0300222,2021/04/07,上市,,RWSCCA,
23,030023　義隆日盛0B購01,TW21Z0300230,2021/04/07,上市,,RWSCCA,
24,030024　群創日盛0B購01,TW21Z0300248,2021/04/07,上市,,RWSCCA,
25,030025　台灣50台新0A購01,TW21Z0300255,2021/04/07,上市,,RWBCCE,
26,030026　上銀統一0C購01,TW21Z0300263,2021/04/07,上市,,RWSCCA,
27,030027　晶技統一0C購01,TW21Z0300271,2021/04/07,上市,,RWSCCA,
28,030028　聯鈞統一0B購01,TW21Z0300289,2021/04/07,上市,,RWSCCA,
29,030029　新唐統一0C購01,TW21Z0300297,2021/04/07,上市,,RWSCCA,
30,030030　立積統一13購01,TW21Z0300305,2021/04/07,上市,,RWSCCA,
31,030031　松翰統一0B購02,TW21Z0300313,2021/04/07,上市,,RWSCCA,
32,030032　巨大統一0C購01,TW21Z0300321,2021/04/07,上市,,RWSCCA,
33,030033　滬深2X元大0B購02,TW21Z0300339,2021/04/07,上市,,RWBCCA,
34,030034　國喬元大0C購01,TW21Z0300347,2021/04/07,上市,,RWSCCA,
35,030035　力麗元大0A購01,TW21Z0300354,2021/04/07,上市,,RWSCCA,
36,030036　力麗元大0B購01,TW21Z0300362,2021/04/07,上市,,RWSCCA,
37,030037　岱宇元大0A購01,TW21Z0300370,2021/04/07,上市,,RWSCCA,
38,030038　長興元大11購01,TW21Z0300388,2021/04/07,上市,,RWSCCA,
39,030039　長興元大12購01,TW21Z0300396,2021/04/07,上市,,RWSCCA,
40,030040　光寶科元大0A購01,TW21Z0300404,2021/04/07,上市,,RWSCCA,
41,030041　仁寶元大0B購01,TW21Z0300412,2021/04/07,上市,,RWSCCA,
42,030042　台積電元大0A購05,TW21Z0300420,2021/04/07,上市,,RWSCCA,
43,030043　台積電元大0A購06,TW21Z0300438,2021/04/07,上市,,RWSCCA,
44,030044　英業達元大0A購02,TW21Z0300446,2021/04/07,上市,,RWSCCA,
45,030045　瑞昱元大0A購01,TW21Z0300453,2021/04/07,上市,,RWSCCA,
46,030046　興富發元大12購01,TW21Z0300461,2021/04/07,上市,,RWSCCA,
47,030047　長榮元大0A購04,TW21Z0300479,2021/04/07,上市,,RWSCCA,
48,030048　長榮元大0A購05,TW21Z0300487,2021/04/07,上市,,RWSCCA,
49,030049　長榮元大0A購06,TW21Z0300495,2021/04/07,上市,,RWSCCA,
50,030050　萬海元大0C購02,TW21Z0300503,2021/04/07,上市,,RWSCCA,
51,030051　景碩元大0A購03,TW21Z0300511,2021/04/07,上市,,RWSCCA,
52,030052　玉晶光元大0A購03,TW21Z0300529,2021/04/07,上市,,RWSCCA,
53,030053　群創元大0A購04,TW21Z0300537,2021/04/07,上市,,RWSCCA,
54,030054　群創元大0A購05,TW21Z0300545,2021/04/07,上市,,RWSCCA,
55,030055　台勝科元大11購01,TW21Z0300552,2021/04/07,上市,,RWSCCA,
56,030056　台勝科元大12購01,TW21Z0300560,2021/04/07,上市,,RWSCCA,
57,030057　立積元大0A購04,TW21Z0300578,2021/04/07,上市,,RWSCCA,
58,030058　瀚宇博元大0B購01,TW21Z0300586,2021/04/07,上市,,RWSCCA,
59,030059　松翰元大0B購02,TW21Z0300594,2021/04/07,上市,,RWSCCA,
60,03005X　元展05,TW14Z03005X9,2014/07/31,上市,,RWSCCE,
61,030060　彩晶元大0A購04,TW21Z0300602,2021/04/07,上市,,RWSCCA,
62,030061　彩晶元大0A購05,TW21Z0300610,2021/04/07,上市,,RWSCCA,
63,030062　南茂元大0B購01,TW21Z0300628,2021/04/07,上市,,RWSCCA,
64,030063　A50正2群益0A購01,TW21Z0300636,2021/04/07,上市,,RWBCCA,
65,030064　元金2X群益11購01,TW21Z0300644,2021/04/07,上市,,RWBCCA,
66,030065　道瓊銀群益0A購01,TW21Z0300651,2021/04/07,上市,,RWBCCA,
67,030066　華夏群益0B購01,TW21Z0300669,2021/04/07,上市,,RWSCCA,
68,030067　岱宇群益0B購01,TW21Z0300677,2021/04/07,上市,,RWSCCA,
69,030068　長興群益11購01,TW21Z0300685,2021/04/07,上市,,RWSCCA,
70,030069　南帝群益0C購01,TW21Z0300693,2021/04/07,上市,,RWSCCA,
71,03006X　元展06,TW14Z03006X7,2014/07/31,上市,,RWSCCE,
72,030070　台達電群益0A購01,TW21Z0300701,2021/04/07,上市,,RWSCCA,
73,030071　鴻海群益0C購05,TW21Z0300719,2021/04/07,上市,,RWSCCA,
74,030072　國巨群益0A購01,TW21Z0300727,2021/04/07,上市,,RWSCCA,
75,030073　台積電群益0A購12,TW21Z0300735,2021/04/07,上市,,RWSCCA,
76,030074　聯發科群益0C購06,TW21Z0300743,2021/04/07,上市,,RWSCCA,
77,030075　興富發群益11購01,TW21Z0300750,2021/04/07,上市,,RWSCCA,
78,030076　富邦金群益0C購01,TW21Z0300768,2021/04/07,上市,,RWSCCA,
79,030077　國泰金群益0A購01,TW21Z0300776,2021/04/07,上市,,RWSCCA,
80,030078　嘉晶群益0A購01,TW21Z0300784,2021/04/07,上市,,RWSCCA,
81,030079　景碩群益0B購02,TW21Z0300792,2021/04/07,上市,,RWSCCA,
82,03007X　元展07,TW14Z03007X5,2014/07/31,上市,,RWSCCE,
83,030080　台勝科群益11購01,TW21Z0300800,2021/04/07,上市,,RWSCCA,
84,030081　拓凱群益0C購01,TW21Z0300818,2021/04/07,上市,,RWSCCA,
85,030082　超眾群益11購01,TW21Z0300826,2021/04/07,上市,,RWSCCA,
86,030083　超眾群益11購02,TW21Z0300834,2021/04/07,上市,,RWSCCA,
87,030084　同欣電群益0B購01,TW21Z0300842,2021/04/07,上市,,RWSCCA,
88,030085　美德醫群益0B購01,TW21Z0300859,2021/04/07,上市,,RWSCCA,
89,030086　巨騰群益0C購01,TW21Z0300867,2021/04/07,上市,,RWSCCA,
90,030087　恆大永豐0A購01,TW21Z0300875,2021/04/07,上市,,RWSCCA,
91,030088　長興永豐0A購01,TW21Z0300883,2021/04/07,上市,,RWSCCA,
92,030089　喬山永豐0A購01,TW21Z0300891,2021/04/07,上市,,RWSCCA,
93,030090　春源永豐0A購01,TW21Z0300909,2021/04/07,上市,,RWSCCA,
94,030091　泰豐永豐0A購01,TW21Z0300917,2021/04/07,上市,,RWSCCA,
95,030092　南帝永豐0A購01,TW21Z0300925,2021/04/07,上市,,RWSCCA,
96,030093　為升永豐0A購01,TW21Z0300933,2021/04/07,上市,,RWSCCA,
97,030094　台積電永豐0A購01,TW21Z0300941,2021/04/07,上市,,RWSCCA,
98,030095　圓剛永豐0A購01,TW21Z0300958,2021/04/07,上市,,RWSCCA,
99,030096　仲琦永豐0A購01,TW21Z0300966,2021/04/07,上市,,RWSCCA,
100,030097　聯發科永豐0B購01,TW21Z0300974,2021/04/07,上市,,RWSCCA,
101,030098　盟立永豐0A購02,TW21Z0300982,2021/04/07,上市,,RWSCCA,
102,030099　立隆電永豐0A購01,TW21Z0300990,2021/04/07,上市,,RWSCCA,
103,03009X　元展09,TW14Z03009X1,2014/07/31,上市,,RWSCCE,
104,030100　長榮永豐0A購01,TW21Z0301006,2021/04/07,上市,,RWSCCA,
105,030101　新興永豐0A購01,TW21Z0301014,2021/04/07,上市,,RWSCCA,
106,030102　東森永豐0A購01,TW21Z0301022,2021/04/07,上市,,RWSCCA,
107,030103　台航永豐0A購01,TW21Z0301030,2021/04/07,上市,,RWSCCA,
108,030104　高鐵永豐0A購01,TW21Z0301048,2021/04/07,上市,,RWSCCA,
109,030105　奇鋐永豐0A購01,TW21Z0301055,2021/04/07,上市,,RWSCCA,
110,030106　聯詠永豐0A購01,TW21Z0301063,2021/04/07,上市,,RWSCCA,
111,030107　欣興永豐0A購02,TW21Z0301071,2021/04/07,上市,,RWSCCA,
112,030108　日電貿永豐0A購01,TW21Z0301089,2021/04/07,上市,,RWSCCA,
113,030109　明泰永豐0A購01,TW21Z0301097,2021/04/07,上市,,RWSCCA,
114,03010X　元展10,TW14Z03010X9,2014/07/31,上市,,RWSCCE,
115,030110　玉晶光永豐0A購02,TW21Z0301105,2021/04/07,上市,,RWSCCA,
116,030111　群創永豐0A購02,TW21Z0301113,2021/04/07,上市,,RWSCCA,
117,030112　台勝科永豐0A購01,TW21Z0301121,2021/04/07,上市,,RWSCCA,
118,030113　嘉威永豐0A購01,TW21Z0301139,2021/04/07,上市,,RWSCCA,
119,030114　松翰永豐0A購01,TW21Z0301147,2021/04/07,上市,,RWSCCA,
120,030115　達運永豐0A購02,TW21Z0301154,2021/04/07,上市,,RWSCCA,
121,030116　盛群永豐0A購01,TW21Z0301162,2021/04/07,上市,,RWSCCA,
122,030117　安集永豐0A購01,TW21Z0301170,2021/04/07,上市,,RWSCCA,
123,030118　台灣50凱基0C購02,TW21Z0301188,2021/04/07,上市,,RWBCCA,
124,030119　恆大凱基12購01,TW21Z0301196,2021/04/07,上市,,RWSCCA,
125,030120　岱宇凱基0A購01,TW21Z0301204,2021/04/07,上市,,RWSCCA,
126,030121　正隆凱基12購01,TW21Z0301212,2021/04/07,上市,,RWSCCA,
127,030122　南帝凱基14購01,TW21Z0301220,2021/04/07,上市,,RWSCCA,
128,030123　台揚凱基12購01,TW21Z0301238,2021/04/07,上市,,RWSCCA,
129,030124　鴻海凱基0A購15,TW21Z0301246,2021/04/07,上市,,RWSCCA,
130,030125　鴻海凱基0B購10,TW21Z0301253,2021/04/07,上市,,RWSCCA,
131,030126　台積電凱基0B購06,TW21Z0301261,2021/04/07,上市,,RWSCCA,
132,030127　台積電凱基0B購07,TW21Z0301279,2021/04/07,上市,,RWSCCA,
133,030128　凌陽凱基0A購02,TW21Z0301287,2021/04/07,上市,,RWSCCA,
134,030129　聯發科凱基14購01,TW21Z0301295,2021/04/07,上市,,RWSCCA,
135,03012X　元展12,TW14Z03012X5,2014/09/01,上市,,RWSCCE,
136,030130　聯發科凱基14購02,TW21Z0301303,2021/04/07,上市,,RWSCCA,
137,030131　盟立凱基0A購01,TW21Z0301311,2021/04/07,上市,,RWSCCA,
138,030132　益航凱基12購01,TW21Z0301329,2021/04/07,上市,,RWSCCA,
139,030133　長榮凱基13購01,TW21Z0301337,2021/04/07,上市,,RWSCCA,
140,030134　長榮凱基14購01,TW21Z0301345,2021/04/07,上市,,RWSCCA,
141,030135　農林凱基11購01,TW21Z0301352,2021/04/07,上市,,RWSCCA,
142,030136　威健凱基11購01,TW21Z0301360,2021/04/07,上市,,RWSCCA,
143,030137　聯詠凱基0A購03,TW21Z0301378,2021/04/07,上市,,RWSCCA,
144,030138　景碩凱基0A購01,TW21Z0301386,2021/04/07,上市,,RWSCCA,
145,030139　玉晶光凱基12購01,TW21Z0301394,2021/04/07,上市,,RWSCCA,
146,03013X　元展13,TW14Z03013X3,2014/09/01,上市,,RWSCCE,
147,030140　台勝科凱基11購01,TW21Z0301402,2021/04/07,上市,,RWSCCA,
148,030141　台勝科凱基14購01,TW21Z0301410,2021/04/07,上市,,RWSCCA,
149,030142　圓展凱基12購01,TW21Z0301428,2021/04/07,上市,,RWSCCA,
150,030143　拓凱凱基12購01,TW21Z0301436,2021/04/07,上市,,RWSCCA,
151,030144　新唐凱基0C購01,TW21Z0301444,2021/04/07,上市,,RWSCCA,
152,030145　立積凱基0A購02,TW21Z0301451,2021/04/07,上市,,RWSCCA,
153,030146　眾達凱基12購01,TW21Z0301469,2021/04/07,上市,,RWSCCA,
154,030147　界霖凱基12購01,TW21Z0301477,2021/04/07,上市,,RWSCCA,
155,030148　松翰凱基0A購04,TW21Z0301485,2021/04/07,上市,,RWSCCA,
156,030149　達運凱基12購01,TW21Z0301493,2021/04/07,上市,,RWSCCA,
157,03014X　元展14,TW14Z03014X1,2014/09/01,上市,,RWSCCE,
158,030150　安集凱基12購01,TW21Z0301501,2021/04/07,上市,,RWSCCA,
159,030151　臺股指凱基11購04,TW21Z0301519,2021/04/07,上市,,RWICCE,
160,030152　台積電富邦0C購02,TW21Z0301527,2021/04/07,上市,,RWSCCA,
161,030153　義隆富邦0B購01,TW21Z0301535,2021/04/07,上市,,RWSCCA,
162,030154　大立光富邦0B購03,TW21Z0301543,2021/04/07,上市,,RWSCCA,
163,030155　玉晶光富邦0C購01,TW21Z0301550,2021/04/07,上市,,RWSCCA,
164,030156　新唐富邦0A購01,TW21Z0301568,2021/04/07,上市,,RWSCCA,
165,030157　中鴻中信0B購01,TW21Z0301576,2021/04/08,上市,,RWSCCE,
166,030158　精英中信0B購01,TW21Z0301584,2021/04/08,上市,,RWSCCE,
167,030159　強茂中信0A購02,TW21Z0301592,2021/04/08,上市,,RWSCCE,
168,03015X　元展15,TW14Z03015X8,2014/09/01,上市,,RWSCCE,
169,030160　宏達電中信0B購01,TW21Z0301600,2021/04/08,上市,,RWSCCE,
170,030161　新興中信0A購01,TW21Z0301618,2021/04/08,上市,,RWSCCE,
171,030162　國光生中信0A購01,TW21Z0301626,2021/04/08,上市,,RWSCCE,
172,030163　聚鼎中信0A購01,TW21Z0301634,2021/04/08,上市,,RWSCCE,
173,030164　威鋒電中信0A購01,TW21Z0301642,2021/04/08,上市,,RWSCCE,
174,030165　宏泰國泰0C購01,TW21Z0301659,2021/04/08,上市,,RWSCCA,
175,030166　中鋼構國泰0C購01,TW21Z0301667,2021/04/08,上市,,RWSCCA,
176,030167　鼎元國泰0C購01,TW21Z0301675,2021/04/08,上市,,RWSCCA,
177,030168　嘉晶國泰0C購01,TW21Z0301683,2021/04/08,上市,,RWSCCA,
178,030169　益登國泰0C購01,TW21Z0301691,2021/04/08,上市,,RWSCCA,
179,03016X　元展16,TW14Z03016X6,2014/09/18,上市,,RWSCCE,
180,030170　揚明光國泰0C購01,TW21Z0301709,2021/04/08,上市,,RWSCCA,
181,030171　揚明光國泰0C購02,TW21Z0301717,2021/04/08,上市,,RWSCCA,
182,030172　國光生國泰0C購01,TW21Z0301725,2021/04/08,上市,,RWSCCA,
183,030173　國光生國泰12購01,TW21Z0301733,2021/04/08,上市,,RWSCCA,
184,030174　康普國泰0C購01,TW21Z0301741,2021/04/08,上市,,RWSCCA,
185,030175　安普新國泰0C購01,TW21Z0301758,2021/04/08,上市,,RWSCCA,
186,030176　威鋒電國泰0C購01,TW21Z0301766,2021/04/08,上市,,RWSCCA,
187,030177　華新兆豐0A購01,TW21Z0301774,2021/04/08,上市,,RWSCCA,
188,030178　台玻兆豐0B購01,TW21Z0301782,2021/04/08,上市,,RWSCCA,
189,030179　中鴻兆豐0A購02,TW21Z0301790,2021/04/08,上市,,RWSCCA,
190,03017X　元展17,TW14Z03017X4,2014/09/18,上市,,RWSCCE,
191,030180　智邦兆豐0B購01,TW21Z0301808,2021/04/08,上市,,RWSCCA,
192,030181　英業達兆豐0A購01,TW21Z0301816,2021/04/08,上市,,RWSCCA,
193,030182　凌陽兆豐0B購01,TW21Z0301824,2021/04/08,上市,,RWSCCA,
194,030183　友達兆豐0B購02,TW21Z0301832,2021/04/08,上市,,RWSCCA,
195,030184　景碩兆豐0B購01,TW21Z0301840,2021/04/08,上市,,RWSCCA,
196,030185　彩晶兆豐0A購01,TW21Z0301857,2021/04/08,上市,,RWSCCA,
197,030186　帆宣兆豐0A購01,TW21Z0301865,2021/04/08,上市,,RWSCCA,
198,030187　上証2X凱基12購01,TW21Z0301873,2021/04/08,上市,,RWBCCA,
199,030188　元黃金凱基0B購01,TW21Z0301881,2021/04/08,上市,,RWBCCA,
200,030189　滬深2X凱基12購01,TW21Z0301899,2021/04/08,上市,,RWBCCA,
201,030190　大成凱基0A購01,TW21Z0301907,2021/04/08,上市,,RWSCCA,
202,030191　佳格凱基0A購01,TW21Z0301915,2021/04/08,上市,,RWSCCA,
203,030192　宏泰凱基0A購01,TW21Z0301923,2021/04/08,上市,,RWSCCA,
204,030193　宏泰凱基0C購01,TW21Z0301931,2021/04/08,上市,,RWSCCA,
205,030194　台玻凱基0B購01,TW21Z0301949,2021/04/08,上市,,RWSCCA,
206,030195　台玻凱基0C購01,TW21Z0301956,2021/04/08,上市,,RWSCCA,
207,030196　中鋼構凱基0A購01,TW21Z0301964,2021/04/08,上市,,RWSCCA,
208,030197　南帝凱基0A購03,TW21Z0301972,2021/04/08,上市,,RWSCCA,
209,030198　鑫永銓凱基0A購01,TW21Z0301980,2021/04/08,上市,,RWSCCA,
210,030199　中環凱基0A購01,TW21Z0301998,2021/04/08,上市,,RWSCCA,
211,03019X　元展19,TW14Z03019X0,2014/09/18,上市,,RWSCCE,
212,030200　中環凱基0C購01,TW21Z0302004,2021/04/08,上市,,RWSCCA,
213,030201　群光凱基0A購01,TW21Z0302012,2021/04/08,上市,,RWSCCA,
214,030202　群光凱基0C購01,TW21Z0302020,2021/04/08,上市,,RWSCCA,
215,030203　南亞科凱基0A購01,TW21Z0302038,2021/04/08,上市,,RWSCCA,
216,030204　鼎元凱基0A購01,TW21Z0302046,2021/04/08,上市,,RWSCCA,
217,030205　超豐凱基0A購01,TW21Z0302053,2021/04/08,上市,,RWSCCA,
218,030206　志聖凱基0A購01,TW21Z0302061,2021/04/08,上市,,RWSCCA,
219,030207　強茂凱基0A購01,TW21Z0302079,2021/04/08,上市,,RWSCCA,
220,030208　國揚凱基0A購01,TW21Z0302087,2021/04/08,上市,,RWSCCA,
221,030209　台驊控凱基0A購01,TW21Z0302095,2021/04/08,上市,,RWSCCA,
222,03020Q　恒指麥證09售03,TW21Z03020Q3,2021/03/29,上市,,RWSCPE,
223,03020X　元展20,TW14Z03020X8,2014/09/18,上市,,RWSCCE,
224,030210　台驊控凱基0C購01,TW21Z0302103,2021/04/08,上市,,RWSCCA,
225,030211　慧洋凱基0A購01,TW21Z0302111,2021/04/08,上市,,RWSCCA,
226,030212　慧洋凱基0C購01,TW21Z0302129,2021/04/08,上市,,RWSCCA,
227,030213　潤泰全凱基0A購01,TW21Z0302137,2021/04/08,上市,,RWSCCA,
228,030214　潤泰全凱基0C購01,TW21Z0302145,2021/04/08,上市,,RWSCCA,
229,030215　威強電凱基0A購01,TW21Z0302152,2021/04/08,上市,,RWSCCA,
230,030216　益登凱基0A購01,TW21Z0302160,2021/04/08,上市,,RWSCCA,
231,030217　揚明光凱基0A購01,TW21Z0302178,2021/04/08,上市,,RWSCCA,
232,030218　揚明光凱基0B購01,TW21Z0302186,2021/04/08,上市,,RWSCCA,
233,030219　揚明光凱基0C購01,TW21Z0302194,2021/04/08,上市,,RWSCCA,
234,03021Q　恒指麥證09售04,TW21Z03021Q1,2021/03/29,上市,,RWSCPE,
235,030220　揚明光凱基11購01,TW21Z0302202,2021/04/08,上市,,RWSCCA,
236,030221　新至陞凱基0A購01,TW21Z0302210,2021/04/08,上市,,RWSCCA,
237,030222　麗豐凱基0B購01,TW21Z0302228,2021/04/08,上市,,RWSCCA,
238,030223　康普凱基0C購01,TW21Z0302236,2021/04/08,上市,,RWSCCA,
239,030224　康普凱基12購01,TW21Z0302244,2021/04/08,上市,,RWSCCA,
240,030225　聯德凱基0C購01,TW21Z0302251,2021/04/08,上市,,RWSCCA,
241,030226　亞翔凱基0B購01,TW21Z0302269,2021/04/08,上市,,RWSCCA,
242,030227　捷敏凱基0B購01,TW21Z0302277,2021/04/08,上市,,RWSCCA,
243,030228　復盛凱基0B購01,TW21Z0302285,2021/04/08,上市,,RWSCCA,
244,030229　安普新凱基0C購01,TW21Z0302293,2021/04/08,上市,,RWSCCA,
245,03022Q　恒指麥證0C售02,TW21Z03022Q9,2021/06/29,上市,,RWSCPE,
246,03022X　富展01,TW14Z03022X4,2014/10/13,上市,,RWSCCE,
247,030230　威鋒電凱基0C購01,TW21Z0302301,2021/04/08,上市,,RWSCCA,
248,030231　威鋒電凱基12購01,TW21Z0302319,2021/04/08,上市,,RWSCCA,
249,030232　華東凱基0B購01,TW21Z0302327,2021/04/08,上市,,RWSCCA,
250,030233　宏全凱基0C購01,TW21Z0302335,2021/04/08,上市,,RWSCCA,
251,030234　茂順凱基0C購01,TW21Z0302343,2021/04/08,上市,,RWSCCA,
252,030235　大成永豐0A購01,TW21Z0302350,2021/04/08,上市,,RWSCCA,
253,030236　佳格永豐0A購01,TW21Z0302368,2021/04/08,上市,,RWSCCA,
254,030237　力山永豐0A購01,TW21Z0302376,2021/04/08,上市,,RWSCCA,
255,030238　華城永豐0A購01,TW21Z0302384,2021/04/08,上市,,RWSCCA,
256,030239　直得永豐0A購01,TW21Z0302392,2021/04/08,上市,,RWSCCA,
257,030240　中鴻永豐0A購01,TW21Z0302400,2021/04/08,上市,,RWSCCA,
258,030241　鴻海永豐0A購03,TW21Z0302418,2021/04/08,上市,,RWSCCA,
259,030242　中環永豐0A購01,TW21Z0302426,2021/04/08,上市,,RWSCCA,
260,030243　華邦電永豐0A購01,TW21Z0302434,2021/04/08,上市,,RWSCCA,
261,030244　致茂永豐0A購01,TW21Z0302442,2021/04/08,上市,,RWSCCA,
262,030245　群光永豐0A購01,TW21Z0302459,2021/04/08,上市,,RWSCCA,
263,030246　威盛永豐0A購01,TW21Z0302467,2021/04/08,上市,,RWSCCA,
264,030247　超豐永豐0A購01,TW21Z0302475,2021/04/08,上市,,RWSCCA,
265,030248　國揚永豐0A購01,TW21Z0302483,2021/04/08,上市,,RWSCCA,
266,030249　榮運永豐0A購01,TW21Z0302491,2021/04/08,上市,,RWSCCA,
267,030250　慧洋永豐0A購01,TW21Z0302509,2021/04/08,上市,,RWSCCA,
268,030251　慧洋永豐0A購02,TW21Z0302517,2021/04/08,上市,,RWSCCA,
269,030252　晶華永豐0A購01,TW21Z0302525,2021/04/08,上市,,RWSCCA,
270,030253　潤泰全永豐0A購01,TW21Z0302533,2021/04/08,上市,,RWSCCA,
271,030254　大立光永豐0A購01,TW21Z0302541,2021/04/08,上市,,RWSCCA,
272,030255　威強電永豐0A購01,TW21Z0302558,2021/04/08,上市,,RWSCCA,
273,030256　威強電永豐0A購02,TW21Z0302566,2021/04/08,上市,,RWSCCA,
274,030257　健鼎永豐0A購01,TW21Z0302574,2021/04/08,上市,,RWSCCA,
275,030258　麗豐永豐0A購01,TW21Z0302582,2021/04/08,上市,,RWSCCA,
276,030259　國光生永豐0A購01,TW21Z0302590,2021/04/08,上市,,RWSCCA,
277,030260　聯德永豐0A購01,TW21Z0302608,2021/04/08,上市,,RWSCCA,
278,030261　捷敏永豐0A購01,TW21Z0302616,2021/04/08,上市,,RWSCCA,
279,030262　帝寶永豐0A購01,TW21Z0302624,2021/04/08,上市,,RWSCCA,
280,030263　復盛永豐0A購01,TW21Z0302632,2021/04/08,上市,,RWSCCA,
281,030264　安普新永豐0A購01,TW21Z0302640,2021/04/08,上市,,RWSCCA,
282,030265　威鋒電永豐0A購01,TW21Z0302657,2021/04/08,上市,,RWSCCA,
283,030266　致新永豐0A購01,TW21Z0302665,2021/04/08,上市,,RWSCCA,
284,030267　宏全永豐0A購01,TW21Z0302673,2021/04/08,上市,,RWSCCA,
285,030268　廣宇統一0C購01,TW21Z0302681,2021/04/08,上市,,RWSCCA,
286,030269　台積電統一0A購11,TW21Z0302699,2021/04/08,上市,,RWSCCA,
287,03026X　元展23,TW14Z03026X5,2014/10/14,上市,,RWBCCE,
288,030270　王品統一0C購01,TW21Z0302707,2021/04/08,上市,,RWSCCA,
289,030271　華晶科統一0B購01,TW21Z0302715,2021/04/08,上市,,RWSCCA,
290,030272　華晶科統一0C購01,TW21Z0302723,2021/04/08,上市,,RWSCCA,
291,030273　華晶科統一0C購02,TW21Z0302731,2021/04/08,上市,,RWSCCA,
292,030274　群創統一11購02,TW21Z0302749,2021/04/08,上市,,RWSCCA,
293,030275　申豐統一0C購01,TW21Z0302756,2021/04/08,上市,,RWSCCA,
294,030276　復盛統一0B購01,TW21Z0302764,2021/04/08,上市,,RWSCCA,
295,030277　威鋒電統一0C購01,TW21Z0302772,2021/04/08,上市,,RWSCCA,
296,030278　聯電日盛0A購01,TW21Z0302780,2021/04/08,上市,,RWSCCA,
297,030279　廣宇日盛0A購02,TW21Z0302798,2021/04/08,上市,,RWSCCA,
298,03027X　元展24,TW14Z03027X3,2014/10/14,上市,,RWBCCE,
299,030280　長榮日盛0A購01,TW21Z0302806,2021/04/08,上市,,RWSCCA,
300,030281　南亞科台新0A購01,TW21Z0302814,2021/04/08,上市,,RWSCCE,
301,030282　佳世達元富0A購02,TW21Z0302822,2021/04/08,上市,,RWSCCA,
302,030283　佳世達元富0C購01,TW21Z0302830,2021/04/08,上市,,RWSCCA,
303,030284　威盛元富11購01,TW21Z0302848,2021/04/08,上市,,RWSCCA,
304,030285　超豐元富0A購01,TW21Z0302855,2021/04/08,上市,,RWSCCA,
305,030286　長榮元富0A購08,TW21Z0302863,2021/04/08,上市,,RWSCCA,
306,030287　長榮元富0A購09,TW21Z0302871,2021/04/08,上市,,RWSCCA,
307,030288　台航元富0A購01,TW21Z0302889,2021/04/08,上市,,RWSCCA,
308,030289　大立光元富0A購04,TW21Z0302897,2021/04/08,上市,,RWSCCA,
309,03028X　元展25,TW14Z03028X1,2014/10/15,上市,,RWSCCE,
310,030290　大立光元富0A購05,TW21Z0302905,2021/04/08,上市,,RWSCCA,
311,030291　威強電元富0A購01,TW21Z0302913,2021/04/08,上市,,RWSCCA,
312,030292　國光生元富11購01,TW21Z0302921,2021/04/08,上市,,RWSCCA,
313,030293　聯德元富0A購01,TW21Z0302939,2021/04/08,上市,,RWSCCA,
314,030294　立積元富0A購05,TW21Z0302947,2021/04/08,上市,,RWSCCA,
315,030295　安普新元富0A購01,TW21Z0302954,2021/04/08,上市,,RWSCCA,
316,030296　威鋒電元富0A購01,TW21Z0302962,2021/04/08,上市,,RWSCCA,
317,030297　威鋒電元富11購01,TW21Z0302970,2021/04/08,上市,,RWSCCA,
318,030298　威鋒電元富11購02,TW21Z0302988,2021/04/08,上市,,RWSCCA,
319,030299　威鋒電元富11購03,TW21Z0302996,2021/04/08,上市,,RWSCCA,
